"","10_WT_B_S18","11_WT_C_S19","12_WT_D_S20","13_TRMB_A_S21","16_TRMB_D_S24","1_WT_A_S9","2_WT_B_S10","3_WT_C_S11","4_WT_D_S12","5_TRMB_A_S13","7_TRMB_C_S15","9_WT_A_S17","aBWT_C_noglu_24_S20_SP","aCWT_D_noglu_24_S21_SP","RWT_A_glu_24_S41_S1","SWT_B_glu_24_S16_SP","TWT_C_glu_24_S17_SP","UWT_D_glu_24_S46_S1","ZWT_A_noglu_24_S47_S1"
"HAH_RS15450",418,497,314,309,346,584,544,403,289,515,489,482,988,1138,703,807,728,838,977
"HAH_RS15455",107,127,81,79,70,158,136,117,91,148,122,138,273,351,211,273,263,275,332
"HAH_RS15460",286,293,228,144,150,431,287,213,233,310,298,314,589,662,436,569,511,469,695
"HAH_RS20115",202,223,160,145,119,245,241,229,163,236,287,248,318,373,311,426,381,329,311
"HAH_RS15465",291,308,183,125,110,317,258,211,196,237,263,280,480,503,483,604,517,446,505
"HAH_RS15475",150,167,155,125,147,140,98,79,101,100,122,168,572,537,394,357,408,401,584
"HAH_RS15480",94,106,100,113,109,134,100,67,52,86,135,99,607,575,430,417,410,421,586
"HAH_RS19725",11,12,17,15,14,6,13,16,7,12,7,15,25,34,26,20,40,71,33
"HAH_RS15485",90,113,98,66,77,196,141,155,102,150,162,100,330,345,391,550,479,484,346
"HAH_RS15490",85,73,74,45,40,119,108,85,60,105,98,68,108,128,107,173,145,206,162
"HAH_RS15495",7,7,11,6,5,7,6,4,7,8,9,9,14,8,8,13,20,14,13
"HAH_RS15500",190,220,186,213,217,257,263,201,181,201,312,220,652,541,585,682,549,426,650
"HAH_RS15505",168,183,140,95,98,71,80,114,40,82,162,162,434,344,316,356,209,173,400
"HAH_RS15510",641,818,485,367,365,454,450,429,261,375,682,665,1757,1358,1238,1153,935,744,1651
"HAH_RS15515",278,327,195,115,157,250,279,248,169,296,389,332,892,723,634,664,627,508,908
"HAH_RS15520",1302,1652,864,757,879,1838,1370,1082,1029,1343,1285,1460,2159,2243,2152,2126,2145,2102,2135
"HAH_RS15525",1246,1503,753,704,710,1931,1690,1260,1124,1454,1424,1277,1664,1785,2182,2309,2232,2041,1679
"HAH_RS15530",1371,1570,1306,720,801,1282,1050,914,846,944,1098,1705,3458,3950,1925,2213,2158,2407,3565
"HAH_RS15535",384,513,274,177,205,498,451,428,311,427,503,417,843,773,1261,1229,983,764,847
"HAH_RS15540",1082,1158,603,471,485,1401,1184,1046,1125,1154,1371,1210,2001,1864,2703,2914,2499,1841,1973
"HAH_RS15545",134,153,99,90,79,216,210,235,126,200,220,137,390,402,419,595,519,444,374
"HAH_RS15550",20,15,17,12,9,24,32,29,22,36,26,17,51,69,65,109,98,114,77
"HAH_RS15555",5,1,6,2,2,3,3,5,3,5,5,4,8,4,12,9,14,20,10
"HAH_RS15560",90,100,78,55,65,153,162,101,91,149,138,104,191,298,330,371,391,400,239
"HAH_RS15565",1401,1514,1202,888,991,1538,1304,1015,854,1157,1242,1480,3237,3645,2529,2689,2871,2942,3362
"HAH_RS15570",27,23,36,12,16,28,38,20,31,40,26,24,47,60,49,57,72,83,49
"HAH_RS15575",12,16,15,13,17,36,21,7,10,19,15,26,53,57,44,36,43,51,53
"HAH_RS15580",11,7,19,11,11,19,17,12,17,13,6,17,52,67,47,64,62,72,41
"HAH_RS19585",489,747,412,236,235,1433,1076,938,625,877,1278,655,684,693,1316,1459,1299,1531,593
"HAH_RS15590",4,9,6,6,0,17,13,18,15,9,28,8,29,29,40,62,39,38,34
"HAH_RS15595",11,6,7,4,4,13,15,9,7,2,11,13,12,25,29,62,32,16,26
"HAH_RS15600",0,0,1,0,1,4,3,1,0,1,2,2,1,4,4,5,4,5,6
"HAH_RS15605",0,0,4,2,2,0,1,1,1,2,4,1,4,9,4,9,14,9,6
"HAH_RS15610",5,7,12,8,3,7,8,4,0,13,8,4,17,21,27,18,26,32,14
"HAH_RS15615",1,4,5,4,0,3,3,3,4,2,2,4,9,12,12,13,18,26,14
"HAH_RS15620",15,6,8,3,6,9,5,14,5,5,9,9,20,25,35,36,34,36,19
"HAH_RS15625",71,72,38,18,32,81,105,145,70,97,135,62,102,123,273,473,275,194,132
"HAH_RS15630",15,14,10,10,7,20,17,33,16,19,26,20,44,68,62,92,90,78,53
"HAH_RS20165",7,7,9,5,3,9,5,11,4,6,5,5,12,20,30,37,26,28,34
"HAH_RS15640",298,241,229,289,283,299,259,158,195,226,223,274,476,442,498,496,518,427,482
"HAH_RS15645",360,370,238,327,329,484,344,261,300,347,393,378,524,483,603,569,579,545,514
"HAH_RS19265",4687,4440,3066,3872,3547,2647,2297,1522,1473,1851,1772,4913,8260,6426,3920,4419,3674,3312,7909
"HAH_RS20170",10,11,21,11,14,16,14,10,5,11,14,11,48,58,80,93,80,86,51
"HAH_RS15665",169,169,141,118,110,276,207,172,151,193,246,190,161,204,362,402,366,414,235
"HAH_RS19730",8,23,14,13,6,28,19,11,13,25,19,26,19,23,39,36,35,28,33
"HAH_RS15670",10,8,15,17,9,12,13,20,4,13,14,10,16,23,25,36,17,21,27
"HAH_RS15675",14,6,23,8,5,13,13,8,4,5,9,8,25,56,66,49,72,102,31
"HAH_RS20045",211,179,175,61,43,177,145,84,137,116,123,200,331,297,404,431,361,258,378
"HAH_RS15680",1835,2092,1296,1628,2120,2788,2533,1929,1885,2675,2568,2112,2844,3268,2266,2891,2478,2390,3224
"HAH_RS15685",62,69,47,61,92,115,74,52,64,58,95,66,205,293,215,188,237,328,239
"HAH_RS15695",350,442,258,140,171,745,482,380,417,518,549,519,467,683,822,1085,1041,1086,578
"HAH_RS15700",6,13,9,8,5,12,13,5,17,10,4,9,21,25,36,36,35,44,29
"HAH_RS15705",39,37,41,21,26,81,45,53,57,58,70,65,78,109,93,107,131,144,102
"HAH_RS20175",36,41,29,20,19,48,41,32,20,31,46,37,75,85,57,100,91,97,74
"HAH_RS15715",2455,2523,1497,2041,2020,1208,1142,782,701,1027,1106,2576,6345,4886,2692,3200,2416,2352,5711
"HAH_RS20180",31,32,19,5,7,41,24,17,29,34,29,46,40,37,53,51,81,65,45
"HAH_RS15725",16,12,14,4,9,24,12,19,11,9,14,9,38,43,52,48,53,52,38
"HAH_RS15730",40,46,36,37,17,74,61,65,42,52,69,41,77,90,94,114,111,115,79
"HAH_RS15740",122,130,92,40,60,147,146,93,91,127,127,144,354,321,322,394,349,348,295
"HAH_RS15745",95,91,87,89,121,85,56,47,57,60,88,100,276,249,227,231,185,168,265
"HAH_RS15750",7,1,6,3,4,16,10,5,2,7,4,5,14,12,26,26,35,27,17
"HAH_RS15755",4,0,4,4,1,5,4,1,3,7,4,1,7,10,16,15,17,20,9
"HAH_RS15760",30,29,36,14,22,80,43,34,45,41,49,50,58,98,75,84,139,138,56
"HAH_RS15765",12,9,2,1,6,22,3,4,10,13,9,11,23,22,18,14,17,28,20
"HAH_RS15770",0,4,4,1,2,7,1,4,1,2,1,3,7,7,10,10,6,10,13
"HAH_RS15775",10,11,14,3,4,11,8,1,10,16,4,9,29,28,30,31,26,21,28
"HAH_RS15780",17,7,9,0,9,17,16,10,12,12,18,18,54,53,24,36,47,50,38
"HAH_RS15785",75,53,57,27,37,80,50,47,68,67,83,70,93,100,93,102,100,95,105
"HAH_RS15790",6,14,14,14,9,11,9,14,5,13,14,20,24,29,23,29,29,27,44
"HAH_RS15795",15,15,16,3,7,20,16,10,13,15,22,18,28,30,39,55,54,61,35
"HAH_RS15800",23,20,27,15,10,31,31,27,13,28,43,22,57,79,65,81,66,96,80
"HAH_RS15805",29,25,16,17,9,22,15,15,4,18,27,25,45,46,50,81,63,47,51
"HAH_RS15810",1319,1313,1078,871,872,2462,2552,1619,1825,2528,2809,1566,1744,1943,1381,2003,1789,1565,2092
"HAH_RS15815",1204,1239,925,1036,979,2345,2113,1445,1338,2283,2332,1374,1662,1763,2235,2652,2213,1840,1743
"HAH_RS19280",1343,1603,1012,1005,964,2332,2228,1274,1412,2353,2498,1498,2176,2296,2475,2900,2311,1986,2426
"HAH_RS15825",217,181,180,158,138,353,325,272,174,289,277,198,290,411,431,533,648,783,330
"HAH_RS15830",18,10,9,7,3,16,13,13,12,11,17,26,51,35,33,39,29,37,31
"HAH_RS15835",47,69,39,32,27,66,73,56,37,73,74,67,123,142,142,154,175,176,126
"HAH_RS15840",131,176,106,148,170,224,182,134,120,153,156,180,411,423,345,402,431,362,348
"HAH_RS15845",3,2,11,8,4,3,1,2,4,1,4,11,3,7,4,7,16,15,7
"HAH_RS15850",16,18,21,9,7,37,29,20,23,22,49,31,83,81,73,84,105,146,89
"HAH_RS15855",292,353,162,136,133,328,295,220,202,263,286,271,693,789,578,633,697,772,712
"HAH_RS15860",319,342,211,118,134,476,356,253,322,349,393,353,348,332,476,428,461,528,376
"HAH_RS15865",1044,1493,778,443,525,1590,1278,812,916,1279,1234,1212,1531,1450,1529,1420,1493,1542,1517
"HAH_RS15870",461,783,348,216,211,702,515,398,378,565,536,614,801,734,778,710,642,667,792
"HAH_RS15875",3120,5291,2426,1546,1547,4541,3561,2331,2250,3771,3409,3940,6169,5159,5646,5469,4828,4894,5328
"HAH_RS15880",1135,1894,948,591,646,1595,1183,895,839,1333,1210,1275,2426,2062,2282,2198,2142,2086,2080
"HAH_RS15885",2242,3369,1608,1247,1267,3220,2439,1728,1646,2407,2466,2724,4670,4034,4421,4172,4254,4465,3811
"HAH_RS15890",6334,9450,4204,4037,4474,8454,6476,5406,4198,6555,6825,7695,12985,11357,11621,11449,10508,10596,10856
"HAH_RS15895",3626,4555,2468,2608,2936,3208,2750,1952,1891,2338,2635,4031,6000,5988,1958,1841,2578,2756,5757
"HAH_RS15900",310,318,210,197,192,506,436,348,360,453,530,352,419,462,391,463,538,571,452
"HAH_RS15905",176,197,127,131,119,302,232,169,216,228,275,242,296,302,300,286,377,416,289
"HAH_RS15910",210,232,126,158,166,338,264,199,156,272,307,253,347,337,315,332,367,440,288
"HAH_RS15915",9,4,6,1,2,6,2,1,3,4,3,2,4,7,5,9,6,3,5
"HAH_RS15920",955,947,750,673,744,1426,1350,888,890,1277,1431,1110,1264,1508,954,1006,1072,1224,1602
"HAH_RS20080",200,231,137,271,308,317,226,199,193,273,303,241,536,534,440,440,638,732,452
"HAH_RS15930",122,128,54,14,16,170,151,126,116,149,161,124,146,144,224,372,333,291,233
"HAH_RS15935",100,130,84,43,45,146,132,143,108,99,127,110,184,199,229,246,314,379,223
"HAH_RS15940",35,45,46,29,27,53,43,41,37,45,53,42,72,65,66,59,91,112,81
"HAH_RS15945",106,94,95,76,62,116,126,92,83,100,121,122,297,275,203,221,212,312,273
"HAH_RS15950",494,568,415,380,375,679,647,422,436,711,586,578,1306,1603,836,919,1179,1432,1252
"HAH_RS15955",28,39,22,37,25,65,64,31,47,52,56,43,83,110,97,80,134,158,97
"HAH_RS15960",79,89,63,62,70,146,107,93,80,113,94,100,212,212,215,174,273,343,189
"HAH_RS15965",113,129,105,112,118,166,178,131,111,166,181,145,395,405,354,315,453,531,326
"HAH_RS15970",358,494,292,408,363,646,579,371,366,542,490,443,1009,1172,872,971,1279,1449,943
"HAH_RS15975",85,117,107,70,71,195,123,154,114,126,179,122,348,332,429,726,742,710,359
"HAH_RS19735",9,15,14,9,9,18,16,18,13,5,24,6,35,34,31,34,61,62,37
"HAH_RS15980",2213,2553,1605,1749,2081,3216,2346,1750,1708,2428,2628,2765,4592,5053,4327,3934,3565,3367,4962
"HAH_RS19290",491,542,447,333,360,773,594,398,395,514,640,565,773,882,953,812,744,637,777
"HAH_RS15985",2666,2449,3063,4332,3815,4833,4576,4218,2461,4631,3498,3521,22156,23034,10015,14416,14408,19487,17717
"HAH_RS15990",232,291,159,230,280,395,372,197,185,351,292,294,429,386,336,338,371,327,405
"HAH_RS15995",323,312,221,307,308,552,462,308,281,446,347,391,558,483,401,420,481,398,545
"HAH_RS16005",1447,1775,1003,801,905,2169,2076,1679,1237,1898,2005,1692,3146,3321,3169,3859,3820,3573,3065
"HAH_RS20050",157,157,108,81,106,174,154,111,128,177,160,172,182,176,160,234,198,213,169
"HAH_RS19315",1537,1740,1126,1164,1184,2657,2013,1270,1468,1998,2572,2121,2958,3079,1899,2272,2656,2949,4006
"HAH_RS16015",2854,3521,1930,2450,3123,4023,2855,1869,2129,3164,3454,3422,5327,5755,2495,2761,3589,4211,6951
"HAH_RS16020",1097,1676,825,875,935,1835,1407,1466,694,1071,1628,1469,2735,2429,3729,4068,3298,2639,2594
"HAH_RS16025",49,51,34,17,31,69,46,48,42,50,30,43,73,82,64,61,63,73,71
"HAH_RS16030",190,201,157,91,74,382,270,205,215,238,258,251,306,407,313,319,496,716,374
"HAH_RS16035",1192,1474,965,682,693,1511,1081,810,787,1001,1308,1410,3101,3497,3357,2422,3273,3809,2979
"HAH_RS16040",455,598,408,278,312,732,619,467,467,582,655,609,1014,1116,958,870,1094,1295,1001
"HAH_RS16045",32,21,59,44,26,35,51,41,49,32,41,42,66,80,70,125,117,101,81
"HAH_RS16050",59,36,58,56,56,85,94,64,30,64,79,50,73,80,82,119,116,127,80
"HAH_RS19615",458,498,315,219,239,650,428,299,316,413,433,560,442,538,441,440,490,510,721
"HAH_RS16055",3,13,7,8,10,8,19,12,6,8,15,8,22,31,28,42,41,38,20
"HAH_RS16060",23,43,31,12,10,37,30,24,19,34,53,24,80,123,113,159,123,135,75
"HAH_RS16065",44,59,22,14,24,67,60,60,64,42,78,45,82,91,72,94,115,144,100
"HAH_RS16070",79,69,71,100,82,97,97,54,66,74,85,98,134,140,86,101,95,105,127
"HAH_RS16075",36,55,24,17,14,59,60,57,39,39,59,29,51,36,51,66,68,45,55
"HAH_RS16080",162,94,129,77,81,173,147,84,112,129,143,157,211,286,148,188,198,216,256
"HAH_RS16085",1147,1504,815,712,743,1720,1350,1123,908,1283,1229,1344,2059,2243,1912,2133,2209,2107,2050
"HAH_RS16090",332,199,199,121,131,290,257,160,235,186,268,279,514,485,584,691,593,511,646
"HAH_RS16095",2330,29420,3301,1022,1582,17587,10303,11247,3000,10973,21878,3164,39769,2179,56366,49164,67728,68414,1696
"HAH_RS16105",160,197,132,125,121,212,133,126,119,141,171,191,380,329,441,478,359,290,298
"HAH_RS16110",255,273,295,257,231,434,319,290,290,305,367,338,602,638,510,711,690,715,724
"HAH_RS16115",36,44,28,25,24,23,24,20,31,20,26,42,113,105,85,95,85,96,133
"HAH_RS16120",17,13,10,10,11,14,19,10,6,8,19,13,43,43,78,54,62,63,59
"HAH_RS16125",28,26,21,12,12,25,31,21,16,28,42,16,74,52,69,95,84,81,69
"HAH_RS16130",5052,5383,4396,2957,2820,6028,4569,2813,3248,4577,4293,5489,12440,13415,7783,8288,9582,12037,13077
"HAH_RS16135",4707,6150,3773,3288,2871,6406,5491,3372,3339,5766,5497,5294,10249,11654,6841,7269,8641,10777,10928
"HAH_RS16140",675,936,568,468,424,1221,898,591,552,972,913,862,1252,1382,955,987,1190,1519,1418
"HAH_RS16145",1486,1871,1219,961,793,2271,1942,1182,1210,2142,1887,1706,2295,2433,1659,1874,2201,2816,2530
"HAH_RS16150",1282,1464,1032,708,539,2339,1946,1089,1181,2064,1960,1460,1343,1439,1464,1580,1780,2194,1786
"HAH_RS16155",14,25,24,12,11,22,31,22,18,21,29,11,39,55,50,77,77,80,41
"HAH_RS20185",9,8,4,10,8,3,7,5,5,4,7,12,14,14,27,18,17,18,19
"HAH_RS19740",33,31,32,22,25,39,35,25,13,30,34,40,45,43,82,92,88,68,46
"HAH_RS16165",367,400,233,334,308,409,346,255,238,338,366,413,604,502,579,500,602,584,539
"HAH_RS16170",1184,1279,923,938,925,1555,1211,931,887,1191,1285,1253,2042,2158,1762,2092,2430,2576,1901
"HAH_RS16180",1324,1513,1148,1213,1413,2130,1824,1198,1376,1800,2207,1500,3683,4141,2287,2729,2722,2835,3907
"HAH_RS16185",327,374,275,386,363,515,442,237,318,405,447,484,868,1020,541,617,693,768,989
"HAH_RS16195",312,366,235,164,171,377,290,204,232,286,388,394,410,558,453,489,540,691,475
"HAH_RS16200",244,298,221,106,114,287,270,228,196,206,251,281,639,592,593,621,567,521,556
"HAH_RS16205",31,24,20,9,9,25,27,32,21,35,45,35,30,35,34,54,35,39,41
"HAH_RS16210",375,397,273,254,243,482,442,295,314,409,450,441,566,628,506,607,548,557,614
"HAH_RS16215",1077,1589,729,473,499,1536,1600,1191,926,1344,1547,1165,3140,3187,2352,2705,2477,2138,3442
"HAH_RS16225",441,411,395,582,592,599,616,361,377,523,647,422,1250,1136,1433,1834,1527,1236,1193
"HAH_RS16230",473,486,374,391,441,613,571,364,412,602,560,534,933,901,1001,1199,986,881,839
"HAH_RS16235",974,1276,713,529,573,1452,1211,955,751,943,1067,1079,2558,2016,3949,4123,2928,2050,2395
"HAH_RS16245",209,301,159,129,115,480,439,320,280,471,503,252,719,683,738,800,811,837,795
"HAH_RS16255",57,46,21,27,31,59,49,38,38,54,55,48,101,127,120,138,128,130,112
"HAH_RS16260",85,89,52,61,73,103,110,69,64,76,120,106,252,245,236,240,219,220,266
"HAH_RS19330",151,126,154,122,124,320,315,335,145,254,358,140,137,172,358,550,444,421,170
"HAH_RS16265",51,59,50,59,74,123,82,44,60,62,77,81,175,268,183,168,241,309,195
"HAH_RS16270",1139,1681,1033,621,662,1634,1331,1124,936,1174,1517,1381,2382,1928,3332,3848,2563,1785,1979
"HAH_RS20085",194,207,186,195,170,339,282,297,258,324,321,266,310,380,338,560,479,466,343
"HAH_RS16280",510,562,329,304,337,657,565,381,461,513,545,545,1020,1013,1028,1263,1077,961,1032
"HAH_RS16285",173,236,129,164,160,312,210,151,163,206,234,187,316,330,407,398,447,375,331
"HAH_RS20190",184,219,135,120,120,250,183,156,115,193,229,220,305,371,401,431,369,370,294
"HAH_RS20195",163,170,85,27,23,248,216,208,189,209,237,132,165,194,219,323,339,398,168
"HAH_RS16300",1335,1677,1104,751,895,2146,1893,1328,1254,1746,1851,1453,2669,2965,2589,2852,2918,3332,2838
"HAH_RS20090",865,907,765,419,413,1163,791,575,626,801,742,995,1596,1762,1610,1492,1847,1972,1823
"HAH_RS19340",340,345,207,223,248,453,458,406,276,425,564,391,2596,2095,1492,1966,1906,1461,2119
"HAH_RS16330",1652,2313,1241,965,1003,3130,2361,1623,1657,2337,2304,2229,3480,3564,3971,4228,4625,4682,3229
"HAH_RS16335",1402,1838,1112,779,765,2272,1753,1387,1210,1786,1900,1615,3042,2744,2898,3067,3526,4024,2813
"HAH_RS16340",394,354,439,203,189,537,498,430,336,549,597,343,815,766,564,749,852,970,708
"HAH_RS16345",126,218,123,119,109,200,222,152,100,207,159,146,353,356,311,302,358,307,366
"HAH_RS16350",57,46,20,20,18,61,48,28,29,55,38,46,121,138,119,140,101,121,131
"HAH_RS16360",256,349,173,144,152,543,461,333,292,475,557,333,746,698,761,853,878,972,781
"HAH_RS16365",169,152,115,60,51,158,153,109,99,107,124,156,245,201,267,304,305,253,279
"HAH_RS16370",6,5,5,3,5,10,9,6,7,6,17,9,9,16,11,11,21,13,12
"HAH_RS16375",1012,1044,864,1062,1283,1109,1170,781,806,1042,1225,1082,3114,3199,2799,3240,2754,2435,3163
"HAH_RS16380",3133,3858,2330,1418,1340,6191,4743,3333,3295,4460,4295,3513,2926,3584,4861,5772,7044,7882,3534
"HAH_RS16385",575,658,429,871,1120,641,448,347,295,264,669,640,5163,3407,8087,6618,6565,5548,3912
"HAH_RS16390",210,256,129,100,104,141,145,98,86,117,139,229,622,582,607,586,436,353,589
"HAH_RS16395",247,329,167,106,120,257,187,169,113,190,215,277,812,693,844,849,678,572,746
"HAH_RS16400",96,190,110,75,91,107,98,70,89,99,124,169,348,314,245,293,242,237,378
"HAH_RS16405",90,100,51,52,53,142,132,87,96,137,155,113,150,175,208,237,195,227,176
"HAH_RS16410",46,47,17,30,21,25,16,10,11,11,22,35,714,446,1276,1069,543,370,614
"HAH_RS16415",572,718,389,366,493,680,651,537,561,705,831,708,1393,1572,997,1143,1143,1285,1792
"HAH_RS16420",467,358,330,367,414,567,566,334,358,509,514,389,1003,959,365,559,603,629,1042
"HAH_RS16425",790,773,660,671,807,1063,1021,684,783,945,1039,881,1758,1916,839,1070,1206,1367,1971
"HAH_RS16430",239,303,190,140,155,251,206,155,158,221,299,246,650,659,454,457,495,470,740
"HAH_RS16435",126,149,74,35,34,163,165,163,123,133,179,163,357,358,449,382,439,437,507
"HAH_RS16440",1611,2077,1255,744,801,2081,2007,1569,1217,1715,2089,1826,4573,4727,3737,4073,4104,4308,4753
"HAH_RS16445",1764,2478,1256,925,1092,2702,1912,1302,1520,1983,1869,2203,3527,4324,2922,2516,3750,4576,3685
"HAH_RS16450",969,1374,645,453,528,1440,1150,738,872,1133,1102,1236,1620,2106,1496,1244,1855,2340,1813
"HAH_RS16455",115,134,103,250,306,171,143,122,98,117,180,121,250,228,413,446,314,236,230
"HAH_RS16465",164,5350,402,100,113,1772,834,1798,208,731,2972,304,7754,383,25642,20016,18603,17569,281
"HAH_RS16470",533,16247,1213,296,544,5601,2579,6539,646,2375,9844,883,28474,1032,77496,65787,64315,61854,728
"HAH_RS16475",400,6646,573,181,318,2401,1156,1947,404,1022,3396,483,15002,718,67227,50859,39589,28602,492
"HAH_RS16480",83,2551,173,26,42,475,177,731,64,146,869,103,7835,198,42447,28738,25526,19974,134
"HAH_RS16485",225,2796,260,65,59,686,324,853,156,267,1022,241,6812,273,36510,22853,20951,17287,301
"HAH_RS16490",655,42792,2583,381,758,14341,6158,13569,983,5777,20276,1507,56516,898,91361,73360,87021,95615,529
"HAH_RS16495",524,7195,813,210,304,2992,1851,2296,531,1730,3886,643,10454,523,25889,25197,24049,16757,405
"HAH_RS16500",270,367,201,123,162,329,303,255,219,262,309,309,589,530,599,654,526,436,510
"HAH_RS20200",669,1009,421,304,332,784,733,625,475,625,835,753,2241,1665,3164,3261,2195,1591,1907
"HAH_RS16510",3040,4838,2129,1723,2042,3376,2303,1820,1781,2065,2785,3464,7331,5660,7783,7981,5930,4624,5973
"HAH_RS16515",749,1034,606,632,661,893,780,626,511,737,958,879,1803,1444,1421,1536,1220,905,1771
"HAH_RS16520",37242,54878,22548,20758,27785,42616,31761,20484,22690,30559,29475,42407,71552,67533,58923,51746,49484,52530,68072
"HAH_RS16525",3037,4318,2224,2296,2784,3187,2310,1888,1675,2150,2685,3319,6379,5619,5303,5171,4728,4238,5472
"HAH_RS16530",931,1651,394,165,185,999,696,532,394,523,560,1024,4557,3453,5326,5237,4382,3784,4942
"HAH_RS16535",804,646,535,439,492,828,789,496,604,731,754,752,843,876,576,868,722,641,781
"HAH_RS16540",951,1269,728,590,821,933,811,582,595,735,921,1003,2859,2440,1993,1990,1737,1343,2252
"HAH_RS19640",430,473,296,248,337,425,305,188,210,255,302,373,1053,1025,910,663,712,651,972
"HAH_RS16550",8981,14099,6856,7021,7488,9585,8786,7566,4794,7505,8179,9517,18532,15363,20084,22472,19061,14058,14655
"HAH_RS16555",1847,2712,1366,1056,1032,2216,1710,1451,1184,1613,1706,2065,3758,3520,4649,4662,5032,4424,3429
"HAH_RS16570",4438,4412,3626,1470,1366,2413,2770,1914,1067,1639,2517,3957,2359,1305,812,633,969,473,3124
"HAH_RS16575",5844,6204,4605,2080,1891,2822,3430,2556,1157,2009,3080,5246,3399,1919,1097,897,1178,626,4436
"HAH_RS16580",3984,3986,3126,1872,1621,1771,2042,1638,783,1282,1999,3530,2903,1574,868,789,1051,579,3577
"HAH_RS16585",3979,4235,3646,2029,2020,1696,2255,1830,734,1189,2327,3615,3123,1817,1121,985,1312,706,3906
"HAH_RS16590",857,622,626,247,202,107,87,48,49,40,69,793,292,163,20,39,38,30,436
"HAH_RS16595",1021,742,708,286,252,87,113,41,61,48,50,861,274,170,19,12,24,24,481
"HAH_RS16600",1610,1090,1144,477,435,123,145,68,72,46,105,1380,520,323,33,28,37,35,731
"HAH_RS16605",1619,1119,1298,555,618,178,178,88,141,71,105,1605,527,318,36,42,48,40,893
"HAH_RS16610",18416,10427,12131,3874,3971,1294,1470,588,957,570,670,16272,6489,3423,364,478,448,425,10594
"HAH_RS16615",4092,3339,3625,930,1022,378,507,232,270,203,337,3379,2767,1144,160,179,163,114,3877
"HAH_RS16620",8772,8613,6745,3350,3968,2005,2431,1364,1091,1206,1466,6928,2240,874,398,517,395,299,3200
"HAH_RS16625",8638,8585,6486,3351,3925,2716,3181,1735,1521,1678,2012,7469,2389,1272,810,1165,949,778,3863
"HAH_RS16630",8281,7627,6020,4550,5481,2507,2668,1745,1652,1715,2196,7377,2548,1352,1277,1591,1557,1278,3733
"HAH_RS16635",9352,7734,7896,4685,4793,2490,2809,1692,1610,1500,2001,8281,3603,2486,1282,1605,1272,1463,5694
"HAH_RS16640",1574,1452,1258,737,758,629,677,456,298,377,530,1269,585,453,367,431,320,307,1114
"HAH_RS16645",4157,3450,3340,1751,1580,1176,1427,905,674,679,898,3156,1184,756,491,459,354,418,2339
"HAH_RS16650",3423,2896,2881,2437,2569,1266,1307,847,747,855,1072,3310,2185,1382,1134,1627,1507,1231,2470
"HAH_RS16655",7123,7592,5075,3909,4402,1887,2004,1299,1321,1407,1885,6138,3901,2770,672,1001,1005,872,4939
"HAH_RS16660",3091,3530,2605,1766,1883,754,922,559,474,554,837,2711,1077,700,278,402,408,343,1429
"HAH_RS16665",3181,3603,2619,1608,1766,756,999,573,474,575,820,2759,957,586,199,341,322,253,1312
